group,delta,c1_score_at_delta,L1_final_hard_rate,L1_veto_fire_rate,L1_newly_fired_rate,L2_final_hard_rate,L2_newly_fired_rate,n_rows,n_c1_covered,m7_hard_rate,frozen_ckbq_hard_rate
support_val_69,0.0002885906040268457,0.9983737905031669,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00029865771812080536,0.9983838576172608,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0003087248322147652,0.9983939247313548,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00031879194630872487,0.9984039918454487,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00032885906040268473,0.9984140589595427,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0003389261744966444,0.9984241260736366,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000348993288590604,0.9984341931877306,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0003590604026845639,0.9984442603018245,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00036912751677852353,0.9984543274159186,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0003791946308724834,0.9984643945300125,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00038926174496644304,0.9984744616441065,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0003993288590604027,0.9984845287582004,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00040939597315436255,0.9984945958722944,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0004194630872483222,0.9985046629863883,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00042953020134228206,0.9985147301004823,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0004395973154362417,0.9985247972145762,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00044966442953020135,0.9985348643286702,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0004597315436241612,0.9985449314427641,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00046979865771812086,0.9985549985568581,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0004798657718120807,0.998565065670952,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0004899328859060404,0.9985751327850461,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005,0.99858519989914,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005012927439532944,0.9985864926430933,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005025854879065889,0.9985877853870466,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005038782318598832,0.998589078131,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005051709758131776,0.9985903708749532,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005064637197664721,0.9985916636189065,1.0,0.9855072463768116,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005077564637197665,0.9985929563628598,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005090492076730608,0.998594249106813,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005103419516263553,0.9985955418507664,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005116346955796497,0.9985968345947197,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005129274395329442,0.9985981273386729,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005142201834862386,0.9985994200826263,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005155129274395329,0.9986007128265796,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005168056713928274,0.9986020055705328,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005180984153461218,0.9986032983144861,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005193911592994162,0.9986045910584395,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005206839032527106,0.9986058838023927,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000521976647206005,0.998607176546346,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005232693911592994,0.9986084692902993,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005245621351125939,0.9986097620342526,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005258548790658883,0.9986110547782059,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005271476230191826,0.9986123475221592,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005284403669724771,0.9986136402661125,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005297331109257715,0.9986149330100658,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005310258548790659,0.9986162257540191,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005323185988323603,0.9986175184979724,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005336113427856547,0.9986188112419256,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005349040867389491,0.998620103985879,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005361968306922436,0.9986213967298323,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000537489574645538,0.9986226894737855,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005387823185988323,0.9986239822177388,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005400750625521268,0.9986252749616922,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005413678065054212,0.9986265677056454,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005426605504587156,0.9986278604495987,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00054395329441201,0.998629153193552,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005452460383653044,0.9986304459375053,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005465387823185988,0.9986317386814586,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005478315262718933,0.9986330314254119,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005491242702251877,0.9986343241693653,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000550417014178482,0.9986356169133185,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005517097581317765,0.9986369096572718,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005530025020850709,0.9986382024012251,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005542952460383654,0.9986394951451784,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005555879899916597,0.9986407878891317,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005568807339449541,0.998642080633085,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005581734778982486,0.9986433733770382,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000559466221851543,0.9986446661209916,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005607589658048374,0.9986459588649449,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005620517097581318,0.9986472516088981,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005633444537114262,0.9986485443528514,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005646371976647206,0.9986498370968048,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005659299416180151,0.998651129840758,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005672226855713094,0.9986524225847113,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005685154295246038,0.9986537153286646,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005698081734778983,0.9986550080726179,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005711009174311927,0.9986563008165712,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005723936613844871,0.9986575935605245,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005736864053377815,0.9986588863044779,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005749791492910759,0.9986601790484311,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005762718932443703,0.9986614717923844,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005775646371976648,0.9986627645363377,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005788573811509591,0.998664057280291,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005801501251042535,0.9986653500242443,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000581442869057548,0.9986666427681976,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005827356130108424,0.9986679355121508,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005840283569641367,0.9986692282561042,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005853211009174312,0.9986705210000575,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005866138448707256,0.9986718137440107,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00058790658882402,0.998673106487964,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005891993327773145,0.9986743992319174,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005904920767306088,0.9986756919758706,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005917848206839033,0.9986769847198239,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005930775646371977,0.9986782774637772,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005943703085904921,0.9986795702077305,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005956630525437866,0.9986808629516838,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005969557964970809,0.9986821556956371,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005982485404503753,0.9986834484395904,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0005995412844036698,0.9986847411835437,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006008340283569642,0.998686033927497,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006021267723102585,0.9986873266714503,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000603419516263553,0.9986886194154035,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006047122602168474,0.9986899121593569,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006060050041701418,0.9986912049033102,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006072977481234362,0.9986924976472634,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006085904920767306,0.9986937903912168,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000609883236030025,0.9986950831351701,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006111759799833195,0.9986963758791233,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006124687239366139,0.9986976686230766,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006137614678899082,0.99869896136703,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006150542118432027,0.9987002541109832,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006163469557964971,0.9987015468549365,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006176396997497915,0.9987028395988898,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000618932443703086,0.998704132342843,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006202251876563803,0.9987054250867964,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006215179316096747,0.9987067178307497,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006228106755629692,0.998708010574703,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006241034195162635,0.9987093033186563,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000625396163469558,0.9987105960626096,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006266889074228524,0.9987118888065629,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006279816513761468,0.9987131815505161,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006292743953294413,0.9987144742944695,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006305671392827356,0.9987157670384228,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.00063185988323603,0.998717059782376,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006331526271893245,0.9987183525263293,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006344453711426189,0.9987196452702827,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006357381150959133,0.9987209380142359,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006370308590492077,0.9987222307581892,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006383236030025021,0.9987235235021426,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006396163469557965,0.9987248162460958,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000640909090909091,0.9987261089900491,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006422018348623854,0.9987274017340024,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006434945788156797,0.9987286944779556,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006447873227689742,0.998729987221909,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006460800667222686,0.9987312799658623,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006473728106755629,0.9987325727098156,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006486655546288575,0.9987338654537689,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006499582985821518,0.9987351581977222,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006512510425354462,0.9987364509416755,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006525437864887407,0.9987377436856287,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000653836530442035,0.9987390364295821,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006551292743953294,0.9987403291735354,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006564220183486239,0.9987416219174886,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006577147623019183,0.9987429146614419,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006590075062552127,0.9987442074053953,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006603002502085071,0.9987455001493485,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006615929941618015,0.9987467928933018,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000662885738115096,0.9987480856372551,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006641784820683904,0.9987493783812084,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006654712260216848,0.9987506711251617,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006667639699749791,0.998751963869115,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006680567139282736,0.9987532566130682,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000669349457881568,0.9987545493570216,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006706422018348623,0.9987558421009749,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006719349457881569,0.9987571348449282,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006732276897414512,0.9987584275888814,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006745204336947457,0.9987597203328348,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006758131776480401,0.9987610130767881,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006771059216013344,0.9987623058207413,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006783986655546289,0.9987635985646947,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006796914095079233,0.998764891308648,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006809841534612177,0.9987661840526012,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006822768974145122,0.9987674767965545,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006835696413678065,0.9987687695405079,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006848623853211009,0.9987700622844611,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006861551292743954,0.9987713550284144,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006874478732276898,0.9987726477723677,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006887406171809842,0.998773940516321,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006900333611342786,0.9987752332602743,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000691326105087573,0.9987765260042276,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006926188490408674,0.9987778187481808,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006939115929941618,0.9987791114921342,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006952043369474563,0.9987804042360875,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006964970809007506,0.9987816969800408,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006977898248540451,0.998782989723994,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0006990825688073395,0.9987842824679474,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007003753127606338,0.9987855752119007,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007016680567139283,0.9987868679558539,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007029608006672227,0.9987881606998072,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007042535446205171,0.9987894534437606,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007055462885738116,0.9987907461877138,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007068390325271059,0.9987920389316671,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007081317764804003,0.9987933316756205,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007094245204336948,0.9987946244195737,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007107172643869892,0.998795917163527,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007120100083402837,0.9987972099074803,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000713302752293578,0.9987985026514336,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007145954962468724,0.9987997953953869,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007158882402001669,0.9988010881393402,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007171809841534612,0.9988023808832934,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007184737281067556,0.9988036736272468,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007197664720600501,0.9988049663712001,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007210592160133445,0.9988062591151534,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007223519599666389,0.9988075518591066,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007236447039199333,0.99880884460306,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007249374478732277,0.9988101373470133,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007262301918265221,0.9988114300909665,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007275229357798166,0.9988127228349198,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000728815679733111,0.9988140155788732,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007301084236864053,0.9988153083228264,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007314011676396998,0.9988166010667797,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007326939115929942,0.998817893810733,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007339866555462886,0.9988191865546863,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007352793994995831,0.9988204792986396,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007365721434528774,0.9988217720425929,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007378648874061718,0.9988230647865461,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007391576313594663,0.9988243575304995,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007404503753127606,0.9988256502744528,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000741743119266055,0.998826943018406,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007430358632193495,0.9988282357623594,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007443286071726439,0.9988295285063127,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007456213511259384,0.998830821250266,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007469140950792327,0.9988321139942192,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007482068390325271,0.9988334067381726,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007494995829858216,0.9988346994821259,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000750792326939116,0.9988359922260791,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007520850708924104,0.9988372849700324,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007533778148457048,0.9988385777139858,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007546705587989992,0.998839870457939,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007559633027522936,0.9988411632018923,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.000757256046705588,0.9988424559458456,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007585487906588825,0.9988437486897989,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007598415346121768,0.9988450414337522,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
support_val_69,0.0007611342785654713,0.9988463341777055,1.0,0.9710144927536232,0.0,1.0,0.0,69,69,1.0,1.0
