seed,active_label_budget,subspace_name,subspace_dim,proto_budget,bank_radius_q,attack_outer_norm,benign_core_norm,conflict_slack,strong_score_q,weak_score_q,review_budget,strong_score_floor,weak_score_ceiling,id_hard,id_review,id_suppress,ood_hard,ood_review,ood_suppress,stress_hard,stress_review,stress_suppress,support_medium_hard,support_medium_review,support_medium_suppress,support_heavy_hard,support_heavy_review,support_heavy_suppress,pseudo_medium_hard,pseudo_medium_review,pseudo_medium_suppress,pseudo_heavy_hard,pseudo_heavy_review,pseudo_heavy_suppress,dev_attack_min,dev_pseudo_min,dev_review_max,strict_feasible,relaxed_feasible,dev_score,selection_uses_final_ood,selection_uses_attack_eval,selection_uses_dev_heavy_query
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.0,0.5,0.03,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.02982456140350877,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8809273182957394,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.0,0.5,0.05,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.04982456140350877,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8769273182957394,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.0,0.5,0.1,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.1,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8668922305764412,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.25,0.25,0.03,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.002456140350877193,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,True,0.6636779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.25,0.25,0.05,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.002456140350877193,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,True,0.6596779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.25,0.25,0.1,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.002456140350877193,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,True,0.6496428571428571,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.25,0.5,0.03,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.02631578947368421,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,True,0.6636779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.25,0.5,0.05,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.02631578947368421,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,True,0.6596779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.25,0.25,0.5,0.1,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.02631578947368421,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,True,0.6496428571428571,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.0,0.25,0.03,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.02982456140350877,0.002456140350877193,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8586466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.0,0.25,0.05,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.04982456140350877,0.002456140350877193,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8546466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.0,0.25,0.1,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.1,0.002456140350877193,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8446115288220551,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.0,0.5,0.03,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.02982456140350877,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8586466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.0,0.5,0.05,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.04982456140350877,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8546466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.0,0.5,0.1,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.1,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8446115288220551,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.25,0.25,0.03,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.02982456140350877,0.002456140350877193,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,False,0.6473621553884712,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.25,0.25,0.05,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.04982456140350877,0.002456140350877193,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,False,0.6433621553884712,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.25,0.25,0.1,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.1,0.002456140350877193,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,False,0.6333270676691729,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.25,0.5,0.03,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.02982456140350877,0.02631578947368421,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,False,0.6473621553884712,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.25,0.5,0.05,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.04982456140350877,0.02631578947368421,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,False,0.6433621553884712,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,0.5,0.25,0.5,0.1,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.1,0.02631578947368421,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,False,0.6333270676691729,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.0,0.25,0.03,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.14350877192982456,0.02982456140350877,0.002456140350877193,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8151378446115289,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.0,0.25,0.05,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.14350877192982456,0.04982456140350877,0.002456140350877193,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8111378446115289,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.0,0.25,0.1,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.14350877192982456,0.1,0.002456140350877193,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8011027568922306,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.0,0.5,0.03,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.14350877192982456,0.02982456140350877,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8151378446115289,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.0,0.5,0.05,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.14350877192982456,0.04982456140350877,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8111378446115289,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.0,0.5,0.1,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.14350877192982456,0.07649122807017544,0.02631578947368421,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.07649122807017544,False,False,0.8058045112781955,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.25,0.25,0.03,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.10947368421052632,0.02982456140350877,0.002456140350877193,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,False,0.6089411027568922,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.25,0.25,0.05,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.10947368421052632,0.04982456140350877,0.002456140350877193,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,False,0.6049411027568922,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.25,0.25,0.1,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.10947368421052632,0.1,0.002456140350877193,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,False,0.5949060150375939,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.25,0.5,0.03,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.10947368421052632,0.02982456140350877,0.02631578947368421,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,False,0.6089411027568922,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.25,0.5,0.05,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.10947368421052632,0.04982456140350877,0.02631578947368421,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,False,0.6049411027568922,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.0,1.0,0.25,0.5,0.1,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.10947368421052632,0.1,0.02631578947368421,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,False,0.5949060150375939,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.0,0.25,0.03,-0.012980598704806013,0.8486136914238418,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.023157894736842106,0.6,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.875,0.0,0.0,0.25,0.25,0.02982456140350877,False,False,0.30653508771929827,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.0,0.25,0.05,-0.012980598704806013,0.8486136914238418,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.023157894736842106,0.6,0.04,0.0,1.0,0.0,0.0,0.25,0.03571428571428571,0.0,0.875,0.03125,0.0,0.25,0.25,0.04982456140350877,False,False,0.30253508771929827,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.0,0.25,0.1,-0.012980598704806013,0.8486136914238418,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.023157894736842106,0.6,0.08,0.0,1.0,0.0,0.0,0.25,0.07142857142857142,0.0,0.875,0.09375,0.0,0.25,0.25,0.1,False,False,0.2925,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.0,0.5,0.03,-0.012980598704806013,0.9395191281614712,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.07228070175438596,0.6,0.0,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.875,0.0,0.0,0.25,0.25,0.02982456140350877,False,False,0.30653508771929827,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.0,0.5,0.05,-0.012980598704806013,0.9395191281614712,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.07228070175438596,0.6,0.04,0.0,1.0,0.0,0.0,0.25,0.03571428571428571,0.0,0.875,0.03125,0.0,0.25,0.25,0.04982456140350877,False,False,0.30253508771929827,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.0,0.5,0.1,-0.012980598704806013,0.9395191281614712,0.0016666666666666668,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.1,0.07228070175438596,0.6,0.08,0.0,1.0,0.0,0.0,0.25,0.07142857142857142,0.0,0.875,0.09375,0.0,0.25,0.25,0.1,False,False,0.2925,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.25,0.25,0.03,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.023157894736842106,0.36,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.875,0.0,0.0,0.21428571428571427,0.21428571428571427,0.02982456140350877,False,False,0.2618922305764411,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.25,0.25,0.05,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.023157894736842106,0.36,0.04,0.0,1.0,0.0,0.0,0.21428571428571427,0.03571428571428571,0.0,0.875,0.03125,0.0,0.21428571428571427,0.21428571428571427,0.04982456140350877,False,False,0.2578922305764411,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.25,0.25,0.1,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.023157894736842106,0.36,0.08,0.0,1.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.875,0.09375,0.0,0.21428571428571427,0.21428571428571427,0.1,False,False,0.24785714285714283,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.25,0.5,0.03,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.07228070175438596,0.36,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.875,0.0,0.0,0.21428571428571427,0.21428571428571427,0.02982456140350877,False,False,0.2618922305764411,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.25,0.5,0.05,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.07228070175438596,0.36,0.04,0.0,1.0,0.0,0.0,0.21428571428571427,0.03571428571428571,0.0,0.875,0.03125,0.0,0.21428571428571427,0.21428571428571427,0.04982456140350877,False,False,0.2578922305764411,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.0,0.25,0.5,0.1,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.07228070175438596,0.36,0.08,0.0,1.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.875,0.09375,0.0,0.21428571428571427,0.21428571428571427,0.1,False,False,0.24785714285714283,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.0,0.25,0.03,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.02982456140350877,0.023157894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8809273182957394,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.0,0.25,0.05,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.04982456140350877,0.023157894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8769273182957394,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.0,0.25,0.1,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.1,0.023157894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8668922305764412,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.0,0.5,0.03,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.02982456140350877,0.07228070175438596,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8809273182957394,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.0,0.5,0.05,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.04982456140350877,0.07228070175438596,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8769273182957394,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.0,0.5,0.1,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.011929824561403509,0.1,0.07228070175438596,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8668922305764412,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.25,0.25,0.03,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.023157894736842106,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,True,0.6636779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.25,0.25,0.05,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.023157894736842106,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,True,0.6596779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.25,0.25,0.1,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.023157894736842106,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,True,0.6496428571428571,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.25,0.5,0.03,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02982456140350877,0.07228070175438596,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,True,0.6636779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.25,0.5,0.05,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04982456140350877,0.07228070175438596,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,True,0.6596779448621554,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.25,0.25,0.5,0.1,0.8486136914238418,0.9395191281614712,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.07228070175438596,0.64,0.08,0.0,1.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.0,0.9375,0.0625,0.0,0.5357142857142857,0.5357142857142857,0.1,False,True,0.6496428571428571,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.0,0.25,0.03,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.02982456140350877,0.023157894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8586466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.0,0.25,0.05,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.04982456140350877,0.023157894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8546466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.0,0.25,0.1,-0.012980598704806013,0.8486136914238418,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.1,0.023157894736842106,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8446115288220551,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.0,0.5,0.03,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.02982456140350877,0.07228070175438596,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0,0.0,0.7142857142857143,0.7142857142857143,0.02982456140350877,False,False,0.8586466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.0,0.5,0.05,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.04982456140350877,0.07228070175438596,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.03125,0.0,0.7142857142857143,0.7142857142857143,0.04982456140350877,False,False,0.8546466165413534,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.0,0.5,0.1,-0.012980598704806013,0.9395191281614712,0.01,0.0,0.0,0.0,0.0,0.0,0.05649122807017544,0.1,0.07228070175438596,1.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.9375,0.0625,0.0,0.7142857142857143,0.7142857142857143,0.1,False,False,0.8446115288220551,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.25,0.25,0.03,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.02982456140350877,0.023157894736842106,0.64,0.0,0.0,1.0,0.0,0.0,0.5357142857142857,0.0,0.0,0.9375,0.0,0.0,0.5357142857142857,0.5357142857142857,0.02982456140350877,False,False,0.6473621553884712,False,False,False
42,64,MI_dir,15,32,0.95,1.0,1.25,0.5,0.25,0.25,0.05,0.8486136914238418,0.8486136914238418,0.0,0.01,0.0,0.0,0.0,0.0,0.03263157894736842,0.04982456140350877,0.023157894736842106,0.64,0.04,0.0,1.0,0.0,0.0,0.5357142857142857,0.03571428571428571,0.0,0.9375,0.03125,0.0,0.5357142857142857,0.5357142857142857,0.04982456140350877,False,False,0.6433621553884712,False,False,False
